Booking Date|Fund Code|Fund Name|IM Code|IM Name|CB Code|CB Name|SA Code|SA Name|Outstanding Unit Balance|Amount (IDR Equivalent)
20201216|NI002MXCDANREN00|REKSA DANA BNI AM DANA TERENCANA|NI002|PT BNI Asset Management|SCBJK|BUT. STANDARD CHARTERED BANK|NI069|PT BNI Securities|27781.6616|39179921.72
20201216|NI002EQSSHMMUS00|REKSA DANA BNIAM DANA SAHAM SYARIAH MUSAHAMAH|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|NI069|PT BNI Securities|1033301.3491|1256525439.55
20201216|NI002MXCRDBUGM00|REKSA DANA BNI AM UGM PROGRESSIVE BALANCED|NI002|PT BNI Asset Management|BII01|PT Bank Maybank Indonesia Tbk|NI069|PT BNI Securities|56784.8707|76376803.82
20201216|NI002EQCDANSIE00|REKSA DANA BNIAM DANA SAHAM INSPIRING EQUITY FUND|NI002|PT BNI Asset Management|BDMN2|BANK DANAMON INDONESIA Tbk, PT|NI069|PT BNI Securities|57790.8941|61011528.62
20201216|NI002FISDOMDHU00|REKSA DANA BNI AM DANA DOMPET DHUAFA|NI002|PT BNI Asset Management|BNGA1|BANK CIMB NIAGA TBK, PT|NI069|PT BNI Securities|42783.298|137531129.85
20201216|NI002FICITBHMI00|Reksa Dana Pendapatan Tetap ITB Harmoni BNI AM|NI002|PT BNI Asset Management|BNGA1|BANK CIMB NIAGA TBK, PT|NI069|PT BNI Securities|495015.6701|627708333.09
20201216|NI002IFCBNIX3000|REKSA DANA INDEKS BNI AM INDEKS IDX30|NI002|PT BNI Asset Management|SCBJK|BUT. STANDARD CHARTERED BANK|NI069|PT BNI Securities|1179185.6813|1061184570.17
20201216|NI002FICMAKARA00|Reksa Dana BNI AM Dana Pendapatan Tetap Makara Investasi|NI002|PT BNI Asset Management|BNGA1|BANK CIMB NIAGA TBK, PT|NI069|PT BNI Securities|57343.354|69986359.35
20201216|NI002MMCDANLIK00|REKSA DANA BNI AM DANA LIKUID|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|NI069|PT BNI Securities|6185393.2423|10212331658.77
20201216|NI002MXCDANREN00|REKSA DANA BNI AM DANA TERENCANA|NI002|PT BNI Asset Management|SCBJK|BUT. STANDARD CHARTERED BANK|NOB69|PT. Bank Nationalnobu Tbk.|.0001|.14
20201216|NI002PFCEBONY100|REKSA DANA TERPROTEKSI BNI AM PROTEKSI EBONY|NI002|PT BNI Asset Management|BCA01|BANK CENTRAL ASIA Tbk, PT|NSI69|PT. Nusantara Sejahtera Investama|40002.582|37332901.68
20201216|NI002FISDOMDHU00|REKSA DANA BNI AM DANA DOMPET DHUAFA|NI002|PT BNI Asset Management|BNGA1|BANK CIMB NIAGA TBK, PT|NSI69|PT. Nusantara Sejahtera Investama|15462.412|49705447.97
20201216|NI002FICMAKARA00|Reksa Dana BNI AM Dana Pendapatan Tetap Makara Investasi|NI002|PT BNI Asset Management|BNGA1|BANK CIMB NIAGA TBK, PT|NSI69|PT. Nusantara Sejahtera Investama|28633.4934|34946577.39
20201216|NI002MMCDANLIK00|REKSA DANA BNI AM DANA LIKUID|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|NSI69|PT. Nusantara Sejahtera Investama|25825720.1817|42639297048.79
20201216|NI002FICITBHMI00|Reksa Dana Pendapatan Tetap ITB Harmoni BNI AM|NI002|PT BNI Asset Management|BNGA1|BANK CIMB NIAGA TBK, PT|NSI69|PT. Nusantara Sejahtera Investama|796581.8868|1010111635.92
20201216|NI002IFCBNIX3000|REKSA DANA INDEKS BNI AM INDEKS IDX30|NI002|PT BNI Asset Management|SCBJK|BUT. STANDARD CHARTERED BANK|NSI69|PT. Nusantara Sejahtera Investama|4169134.3494|3751929075.06
20201216|NI002EQCSHMMAH00|REKSA DANA SAHAM BNIAM MAHOGANY|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|OD069|PT Danareksa Sekuritas|646.3701|586031.45
20201216|NI002PFCEBONY100|REKSA DANA TERPROTEKSI BNI AM PROTEKSI EBONY|NI002|PT BNI Asset Management|BCA01|BANK CENTRAL ASIA Tbk, PT|OD069|PT Danareksa Sekuritas|3200000|2986439360
20201216|NI002EQCDANSIE00|REKSA DANA BNIAM DANA SAHAM INSPIRING EQUITY FUND|NI002|PT BNI Asset Management|BDMN2|BANK DANAMON INDONESIA Tbk, PT|OD069|PT Danareksa Sekuritas|4223.1527|4458505.2
20201216|NI002MMCDANLIK00|REKSA DANA BNI AM DANA LIKUID|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|OD069|PT Danareksa Sekuritas|1071643.2108|1769325806.76
20201216|NI002IFCBNIX3000|REKSA DANA INDEKS BNI AM INDEKS IDX30|NI002|PT BNI Asset Management|SCBJK|BUT. STANDARD CHARTERED BANK|SMC69|PT Star Mercato Capitale|276425.741|248763817.1
20201216|NI002EQCDANSIE00|REKSA DANA BNIAM DANA SAHAM INSPIRING EQUITY FUND|NI002|PT BNI Asset Management|BDMN2|BANK DANAMON INDONESIA Tbk, PT|SMC69|PT Star Mercato Capitale|1213840.1586|1281486378.18
20201216|NI002FICMAKARA00|Reksa Dana BNI AM Dana Pendapatan Tetap Makara Investasi|NI002|PT BNI Asset Management|BNGA1|BANK CIMB NIAGA TBK, PT|SMC69|PT Star Mercato Capitale|1032636.6194|1260311308.61
20201216|NI002MMSDANLCR00|REKSA DANA BNIAM DANA LANCAR SYARIAH|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|SMC69|PT Star Mercato Capitale|64231.812|98977368.38
20201216|NI002MMCDANLIK00|REKSA DANA BNI AM DANA LIKUID|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|SMC69|PT Star Mercato Capitale|4146982.4209|6846833856.2
20201216|NI002EQCDANSIE00|REKSA DANA BNIAM DANA SAHAM INSPIRING EQUITY FUND|NI002|PT BNI Asset Management|BDMN2|BANK DANAMON INDONESIA Tbk, PT|TMS69|PT Trimegah Sekuritas Indonesia Tbk|13363.5826|14108323.03
20201216|NI002EQCSHMMAH00|REKSA DANA SAHAM BNIAM MAHOGANY|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|TMS69|PT Trimegah Sekuritas Indonesia Tbk|610233.261|553267986.09
20201216|NI002IFCBNIX3000|REKSA DANA INDEKS BNI AM INDEKS IDX30|NI002|PT BNI Asset Management|SCBJK|BUT. STANDARD CHARTERED BANK|TMS69|PT Trimegah Sekuritas Indonesia Tbk|61335.76|55197890.5
20201216|NI002EQSSHMMUS00|REKSA DANA BNIAM DANA SAHAM SYARIAH MUSAHAMAH|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|TTI69|PT Takjub Teknologi Indonesia|15097.0834|18358506.33
20201216|NI002EQCDANSIE00|REKSA DANA BNIAM DANA SAHAM INSPIRING EQUITY FUND|NI002|PT BNI Asset Management|BDMN2|BANK DANAMON INDONESIA Tbk, PT|TTI69|PT Takjub Teknologi Indonesia|48314.0448|51006543.03
20201216|NI002FICMAKARA00|Reksa Dana BNI AM Dana Pendapatan Tetap Makara Investasi|NI002|PT BNI Asset Management|BNGA1|BANK CIMB NIAGA TBK, PT|TTI69|PT Takjub Teknologi Indonesia|503.6172|614654.22
20201216|NI002IFCBNIX3000|REKSA DANA INDEKS BNI AM INDEKS IDX30|NI002|PT BNI Asset Management|SCBJK|BUT. STANDARD CHARTERED BANK|TTI69|PT Takjub Teknologi Indonesia|385590.2491|347004232.87
20201216|NI002MMCDANLIK00|REKSA DANA BNI AM DANA LIKUID|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|TTI69|PT Takjub Teknologi Indonesia|187232.2598|309127950.22
20201216|NI002MXCDANREN00|REKSA DANA BNI AM DANA TERENCANA|NI002|PT BNI Asset Management|SCBJK|BUT. STANDARD CHARTERED BANK|YP069|PT. Mirae Asset Sekuritas Indonesia|1255.1623|1770130.29
20201216|NI002EQSSHMMUS00|REKSA DANA BNIAM DANA SAHAM SYARIAH MUSAHAMAH|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|YP069|PT. Mirae Asset Sekuritas Indonesia|70652.852|85915987.62
20201216|NI002PFCEBONY100|REKSA DANA TERPROTEKSI BNI AM PROTEKSI EBONY|NI002|PT BNI Asset Management|BCA01|BANK CENTRAL ASIA Tbk, PT|YP069|PT. Mirae Asset Sekuritas Indonesia|3996000|3729316150.8
20201216|NI002MMCDANLIK00|REKSA DANA BNI AM DANA LIKUID|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|YP069|PT. Mirae Asset Sekuritas Indonesia|1380680.0579|2279558002.8
20201216|NI002EQCDANSIE00|REKSA DANA BNIAM DANA SAHAM INSPIRING EQUITY FUND|NI002|PT BNI Asset Management|BDMN2|BANK DANAMON INDONESIA Tbk, PT|YP069|PT. Mirae Asset Sekuritas Indonesia|177103.0213|186972813.28
20201216|NI002MMCDANPUK00|REKSA DANA BNIAM DANA PASAR UANG KEMILAU|NI002|PT BNI Asset Management|DBSI1|PT BANK DBS INDONESIA|YP069|PT. Mirae Asset Sekuritas Indonesia|115838.9185|225628728.68
