List of Haircut
Date Uploaded: 20200630
Date|Instrument Code|Instrument Name|Haircut (%)|Keterangan|
20200630|ENRG|Energi Mega Persada Tbk.|60|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ENVY|Envy Technologies Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|EPAC|PT Megalestari Epack Sentosaraya Tbk.|75|IPO|
20200630|EPMT|Enseval Putera Megatrading Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ERAA|Erajaya Swasembada Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ERTX|Eratex Djaja Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ESIP|PT Sinergi Inti Plastindo Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ESSA|Surya Esa Perkasa Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ESTA|PT Esta Multi Usaha Tbk.|50|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ESTI|Ever Shine Tex Tbk.|50|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ETWA|Eterindo Wahanatama Tbk|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|EXCL|XL Axiata Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FAST|Fast Food Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FASW|Fajar Surya Wisesa Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FILM|MD Pictures Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FINN|First Indo American Leasing Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FIRE|Alfa Energi Investama Tbk.|60|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FISH|FKS Multi Agro Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FITT|Hotel Fitra International Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FMII|Fortune Mate Indonesia Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FOOD|Sentra Food Indonesia Tbk.|60|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FORU|Fortune Indonesia Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FORZ|Forza Land Indonesia Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FPNI|Lotte Chemical Titan Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FREN|Smartfren Telecom Tbk.|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|FUJI|Fuji Finance Indonesia Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GAMA|Gading Development Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GDST|Gunawan Dianjaya Steel Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GDYR|Goodyear Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GEMA|Gema Grahasarana Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GEMS|Golden Energy Mines Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GGRM|Gudang Garam Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GGRP|Gunung Raja Paksi Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GHON|Gihon Telekomunikasi Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GIAA|Garuda Indonesia (Persero) Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GJTL|Gajah Tunggal Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GLOB|Global Teleshop Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GLVA|PT Galva Technologies Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GMFI|Garuda Maintenance Facility Aero Asia Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GMTD|Gowa Makassar Tourism Development Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GOLD|Visi Telekomunikasi Infrastruktur Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GOLL|Golden Plantation Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GOOD|Garudafood Putra Putri Jaya Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GPRA|Perdana Gapuraprima Tbk.|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GREN|Evergreen Invesco Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GSMF|Equity Development Investment Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GTBO|Garda Tujuh Buana Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GWSA|Greenwood Sejahtera Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|GZCO|Gozco Plantations Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HADE|Himalaya Energi Perkasa Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HDFA|Radana Bhaskara Finance Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HDIT|Hensel Davest Indonesia Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HDTX|Panasia Indo Resources Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HEAL|Medikaloka Hermina Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HELI|Jaya Trishindo Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HERO|Hero Supermarket Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HEXA|Hexindo Adiperkasa Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HITS|Humpuss Intermoda Transportasi Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HKMU|HK Metals Utama Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HMSP|H.M. Sampoerna Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HOKI|Buyung Poetra Sembada Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HOME|Hotel Mandarine Regency Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HOTL|Saraswati Griya Lestari Tbk.|85|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HRME|Menteng Heritage Realty Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HRTA|Hartadinata Abadi Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|HRUM|Harum Energy Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IATA|Indonesia Transport & Infrastructure Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IBFN|Intan Baruprana Finance Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IBST|Inti Bangun Sejahtera Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ICBP|Indofood CBP Sukses Makmur Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ICON|Island Concepts Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IDPR|Indonesia Pondasi Raya Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IFII|PT Indonesia Fibreboard Industry Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IFSH|PT Ifishdeco Tbk. |40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IGAR|Champion Pacific Indonesia Tbk.|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IIKP|Inti Agri Resources Tbk|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IKAI|Intikeramik Alamasri Industri Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IKAN|PT Era Mandiri Cemerlang Tbk.|55|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IKBI|Sumi Indo Kabel Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IMAS|Indomobil Sukses Internasional Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IMJS|Indomobil Multi Jasa Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IMPC|Impack Pratama Industri Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INAF|Indofarma (Persero) Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INAI|Indal Aluminium Industry Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INCF|Indo Komoditi Korpora Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INCI|Intanwijaya Internasional Tbk|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INCO|Vale Indonesia Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INDF|Indofood Sukses Makmur Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INDO|PT Royalindo Investa Wijaya Tbk.|55|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INDR|Indo-Rama Synthetics Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INDS|Indospring Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INDX|Tanah Laut Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INDY|Indika Energy Tbk.|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INKP|Indah Kiat Pulp & Paper Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INOV|Inocycle Technology Group Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INPC|Bank Artha Graha Internasional Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INPP|Indonesian Paradise Property Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INPS|Indah Prakasa Sentosa Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INRU|Toba Pulp Lestari Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INTA|Intraco Penta Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INTD|Inter Delta Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|INTP|Indocement Tunggal Prakarsa Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IPCC|Indonesia Kendaraan Terminal Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IPCM|Jasa Armada Indonesia Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IPOL|Indopoly Swakarsa Industry Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IPTV|MNC Vision Networks Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|IRRA|PT Itama Ranoraya Tbk. |30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ISAT|Indosat Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ISSP|Steel Pipe Industry of Indonesia Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ITIC|Indonesian Tobacco Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ITMA|Sumber Energi Andalan Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ITMG|Indo Tambangraya Megah Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JAST|Jasnita Telekomindo Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JAWA|Jaya Agra Wattie Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JAYA|Armada Berjaya Trans Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JECC|Jembo Cable Company Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JGLE|Graha Andrasentra Propertindo Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JIHD|Jakarta International Hotels & Development Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JKON|Jaya Konstruksi Manggala Pratama Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JKSW|Jakarta Kyoei Steel Works Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JMAS|Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JPFA|Japfa Comfeed Indonesia Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JRPT|Jaya Real Property Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JSKY|Sky Energy Indonesia Tbk.|60|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JSMR|Jasa Marga (Persero) Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JSPT|Jakarta Setiabudi Internasional Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|JTPE|Jasuindo Tiga Perkasa Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KAEF|Kimia Farma (Persero) Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KARW|ICTSI Jasa Prima Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KAYU|Darmi Bersaudara Tbk.|60|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KBAG|PT Karya Bersama Anugerah Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KBLI|KMI Wire & Cable Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KBLM|Kabelindo Murni Tbk.|55|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KBLV|First Media Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KBRI|Kertas Basuki Rachmat Indonesia Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KDSI|Kedawung Setia Industrial Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KEEN|Kencana Energi Lestari Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KEJU|PT Mulia Boga Raya Tbk.|50|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KIAS|Keramika Indonesia Assosiasi Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KICI|Kedaung Indah Can Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KIJA|Kawasan Industri Jababeka Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KINO|Kino Indonesia Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KIOS|Kioson Komersial Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KJEN|Krida Jaringan Nusantara Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KKGI|Resource Alam Indonesia Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KLBF|Kalbe Farma Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KMTR|Kirana Megatara Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KOBX|Kobexindo Tractors Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KOIN|Kokoh Inti Arebama Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KONI|Perdana Bangun Pusaka Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KOPI|Mitra Energi Persada Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KOTA|DMS Propertindo Tbk.|60|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KPAL|Steadfast Marine Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KPAS|Cottonindo Ariesta Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KPIG|MNC Land Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KRAH|Grand Kartech Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KRAS|Krakatau Steel (Persero) Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|KREN|Kresna Graha Investama Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LAND|Trimitra Propertindo Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LAPD|Leyand International Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LCGP|Eureka Prima Jakarta Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LCKM|LCK Global Kedaton Tbk.|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LEAD|Logindo Samudramakmur Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LIFE|Asuransi Jiwa Sinarmas MSIG Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LINK|Link Net Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LION|Lion Metal Works Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LMAS|Limas Indonesia Makmur Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LMPI|Langgeng Makmur Industri Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LMSH|Lionmesh Prima Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LPCK|Lippo Cikarang Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LPGI|Lippo General Insurance Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LPIN|Multi Prima Sejahtera Tbk|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LPKR|Lippo Karawaci Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LPLI|Star Pacific Tbk|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LPPF|Matahari Department Store Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LPPS|Lippo Securities Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LRNA|Eka Sari Lorena Transport Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LSIP|PP London Sumatra Indonesia Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LTLS|Lautan Luas Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|LUCK|Sentral Mitra Informatika Tbk.|55|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MABA|Marga Abhinaya Abadi Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MAGP|Multi Agro Gemilang Plantation Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MAIN|Malindo Feedmill Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MAMI|Mas Murni Indonesia Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MAMIP|Mas Murni Tbk (Saham Preferen)|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MAPA|Map Aktif Adiperkasa Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MAPB|MAP Boga Adiperkasa Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MAPI|Mitra Adiperkasa Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MARI|Mahaka Radio Integra Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MARK|Mark Dynamics Indonesia Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MASA|Multistrada Arah Sarana Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MAYA|Bank Mayapada Internasional Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MBAP|Mitrabara Adiperdana Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MBSS|Mitrabahtera Segara Sejati Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MBTO|Martina Berto Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MCAS|M Cash Integrasi Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MCOR|Bank China Construction Bank Indonesia Tbk.|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MDIA|Intermedia Capital Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MDKA|Merdeka Copper Gold Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MDKI|Emdeki Utama Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MDLN|Modernland Realty Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MDRN|Modern Internasional Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MEDC|Medco Energi Internasional Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MEGA|Bank Mega Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MERK|Merck Tbk.|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|META|Nusantara Infrastructure Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MFIN|Mandala Multifinance Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MFMI|Multifiling Mitra Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MGNA|Magna Investama Mandiri Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MGRO|Mahkota Group Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MICE|Multi Indocitra Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MIDI|Midi Utama Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MIKA|Mitra Keluarga Karyasehat Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MINA|Sanurhasta Mitra Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MIRA|Mitra International Resources Tbk.|85|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MITI|Mitra Investindo Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MKNT|Mitra Komunikasi Nusantara Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MKPI|Metropolitan Kentjana Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MLBI|Multi Bintang Indonesia Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MLIA|Mulia Industrindo Tbk|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MLPL|Multipolar Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MLPT|Multipolar Technology Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MMLP|Mega Manunggal Property Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MNCN|Media Nusantara Citra Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MOLI|Madusari Murni Indah Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MPMX|Mitra Pinasthika Mustika Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MPOW|Megapower Makmur Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
