List of Haircut
Date Uploaded: 20200630
Date|Instrument Code|Instrument Name|Haircut (%)|Keterangan|
20200630|MPPA|Matahari Putra Prima Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MPRO|Propertindo Mulia Investama Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MRAT|Mustika Ratu Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MREI|Maskapai Reasuransi Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MSIN|MNC Studios International Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MSKY|MNC Sky Vision Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MTDL|Metrodata Electronics Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MTFN|Capitalinc Investment Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MTLA|Metropolitan Land Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MTPS|Meta Epsi Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MTRA|Mitra Pemuda Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MTSM|Metro Realty Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MTWI|Malacca Trust Wuwungan Insurance Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MYOH|Samindo Resources Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MYOR|Mayora Indah Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MYRX|Hanson International Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MYRXP|Saham Seri B Hanson International Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|MYTX|Asia Pacific Investama Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NASA|Ayana Land International Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NATO|Nusantara Properti Internasional Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NELY|Pelayaran Nelly Dwi Putri Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NFCX|NFC Indonesia Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NICK|Charnic Capital Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NIKL|Pelat Timah Nusantara Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NIPS|Nipress Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NIRO|City Retail Developments Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NISP|Bank OCBC NISP Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NOBU|Bank Nationalnobu Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NRCA|Nusa Raya Cipta Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NUSA|Sinergi Megah Internusa Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|NZIA|PT Nusantara Almazia Tbk. |65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|OASA|Protech Mitra Perkasa Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|OCAP|Onix Capital Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|OKAS|Ancora Indonesia Resources Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|OMRE|Indonesia Prima Property Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|OPMS|Optima Prima Metal Sinergi Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PADI|Minna Padi Investama Sekuritas Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PALM|Provident Agro Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PAMG|Bima Sakti Pertiwi Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PANI|Pratama Abadi Nusa Industri Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PANR|Panorama Sentrawisata Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PANS|Panin Sekuritas Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PBID|Panca Budi Idaman Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PBRX|Pan Brothers Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PBSA|Paramita Bangun Sarana Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PCAR|Prima Cakrawala Abadi Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PDES|Destinasi Tirta Nusantara Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PEGE|Panca Global Kapital Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PEHA|Phapros Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PGAS|Perusahaan Gas Negara Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PGJO| PT Tourindo Guide Indonesia Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PGLI|Pembangunan Graha Lestari Indah Tbk.|50|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PICO|Pelangi Indah Canindo Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PJAA|Pembangunan Jaya Ancol Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PKPK|Perdana Karya Perkasa Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PLAS|Polaris Investama Tbk|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PLIN|Plaza Indonesia Realty Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PMJS|PT Putra Mandiri Jembar Tbk. |30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PNBN|Bank Pan Indonesia Tbk|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PNBS|Bank Panin Dubai Syariah Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PNIN|Paninvest Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PNLF|Panin Financial Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PNSE|Pudjiadi & Sons Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|POLA|Pool Advista Finance Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|POLI|Pollux Investasi Internasional Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|POLL|Pollux Properti Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|POLU|Golden Flower Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|POLY|Asia Pacific Fibers Tbk|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|POOL|Pool Advista Indonesia Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PORT|Nusantara Pelabuhan Handal Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|POSA|Bliss Properti Indonesia Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|POWR|Cikarang Listrindo Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PPRE|PP Presisi Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PPRO|PP Properti Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PRAS|Prima Alloy Steel Universal Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PRDA|Prodia Widyahusada Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PRIM|Royal Prima Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PSAB|J Resources Asia Pasifik Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PSDN|Prasidha Aneka Niaga Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PSGO|PT Palma Serasih Tbk.|50|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PSKT|Red Planet Indonesia Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PSSI|Pelita Samudera Shipping Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PTBA|Bukit Asam Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PTIS|Indo Straits Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PTPP|PP (Persero) Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PTPW|PT Pratama Widya Tbk. |35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PTRO|Petrosea Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PTSN|Sat Nusapersada Tbk|60|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PTSP|Pioneerindo Gourmet International Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PUDP|Pudjiadi Prestige Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PURA|PT Putra Rajawali Kencana Tbk. |55|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PURE|PT Trinitan Metals and Minerals Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PWON|Pakuwon Jati Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PYFA|Pyridam Farma Tbk|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|PZZA|Sarimelati Kencana Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|R-ABFII|Asian Bond Fund - Indonesia Bond Index Fund|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|R-LQ45X|Premier ETF LQ-45 (R-LQ45X)|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RAJA|Rukun Raharja Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RALS|Ramayana Lestari Sentosa Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RANC|Supra Boga Lestari Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RBMS|Ristia Bintang Mahkotasejati Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RDTX|Roda Vivatex Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|REAL|PT Repower Asia Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RELI|Reliance Sekuritas Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RICY|Ricky Putra Globalindo Tbk|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RIGS|Rig Tenders Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RIMO|Rimo International Lestari Tbk|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RISE|Jaya Sukses Makmur Sentosa Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RMBA|Bentoel Internasional Investama Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RODA|Pikko Land Development Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RONY|PT Aesler Grup Internasional Tbk.|85|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ROTI|Nippon Indosari Corpindo Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|RUIS|Radiant Utama Interinsco Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SAFE|Steady Safe Tbk|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SAME|Sarana Meditama Metropolitan Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SAMF|PT Saraswanti Anugerah Makmur Tbk. |40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SAPX|Satria Antaran Prima Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SATU|Kota Satu Properti Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SBAT|PT Sejahtera Bintang Abadi Textile Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SCCO|Supreme Cable Manufacturing & Commerce Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SCMA|Surya Citra Media Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SCPI|Merck Sharp Dohme Pharma Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SDMU|Sidomulyo Selaras Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SDPC|Millennium Pharmacon International Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SDRA|Bank Woori Saudara Indonesia 1906 Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SFAN|Surya Fajar Capital Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SGRO|Sampoerna Agro Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SHID|Hotel Sahid Jaya International Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SHIP|Sillo Maritime Perdana Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SIDO|Industri Jamu dan Farmasi Sido Muncul Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SILO|Siloam International Hospitals Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SIMA|Siwani Makmur Tbk|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SIMP|Salim Ivomas Pratama Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SINI|PT Singaraja Putra Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SIPD|Sierad Produce Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SKBM|Sekar Bumi Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SKLT|Sekar Laut Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SKRN|Superkrane Mitra Utama Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SKYB|Northcliff Citranusa Indonesia Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SLIS|PT Gaya Abadi Sempurna Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMAR|Smart Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMBR|Semen Baturaja (Persero) Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMCB|Solusi Bangun Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMDM|Suryamas Dutamakmur Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMDR|Samudera Indonesia  Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMGR|Semen Indonesia (Persero) Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMKL|Satyamitra Kemas Lestari Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMMA|Sinarmas Multiartha Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMMT|Golden Eagle Energy Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMRA|Summarecon Agung Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMRU|SMR Utama Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SMSM|Selamat Sempurna Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SOCI|Soechi Lines Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SONA|Sona Topas Tourism Industry Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SOSS|Shield On Service Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SOTS|Satria Mega Kencana Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SPMA|Suparma Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SPTO|Surya Pertiwi Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SQMI|Renuka Coalindo Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SRAJ|Sejahteraraya Anugrahjaya Tbk.|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SRIL|Sri Rejeki Isman Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SRSN|Indo Acidatama Tbk|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SRTG|Saratoga Investama Sedaya Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SSIA|Surya Semesta Internusa Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SSMS|Sawit Sumbermas Sarana Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SSTM|Sunson Textile Manufacture Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|STAR|Buana Artha Anugerah Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|STTP|Siantar Top Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SUGI|Sugih Energy Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SULI|SLJ Global Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SUPR|Solusi Tunas Pratama Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SURE|Super Energy Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|SWAT|Sriwahana Adityakarta Tbk.|55|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TALF|Tunas Alfin Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TAMA|PT Lancartama Sejati Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TAMU|Pelayaran Tamarin Samudra Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TARA|Sitara Propertindo Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TAXI|Express Transindo Utama Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TBIG|Tower Bersama Infrastructure Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TBLA|Tunas Baru Lampung Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TBMS|Tembaga Mulia Semanan Tbk.|60|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TCID|Mandom Indonesia Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TCPI|Transcoal Pacific Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TDPM|Tridomain Performance Materials Tbk.|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TEBE|PT Dana Brata Luhur Tbk. |30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TECH|PT Indosterling Technomedia Tbk.|85|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TELE|Tiphone Mobile Indonesia Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TFAS|Telefast Indonesia Tbk.|50|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TFCO|Tifico Fiber Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TGKA|Tigaraksa Satria Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TGRA|Terregra Asia Energy Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TIFA|Tifa Finance Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TINS|Timah Tbk.|25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TIRA|Tira Austenite Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TIRT|Tirta Mahakam Resources Tbk|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TKIM|Pabrik Kertas Tjiwi Kimia Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TLKM|Telekomunikasi Indonesia (Persero) Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TMAS|Temas Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TMPO|Tempo Intimedia Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TNCA|Trimuda Nuansa Citra Tbk.|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TOBA|Toba Bara Sejahtra Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TOPS|Totalindo Eka Persada Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TOTL|Total Bangun Persada Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TOTO|Surya Toto Indonesia Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TOWR|Sarana Menara Nusantara Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TPIA|Chandra Asri Petrochemical Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TPMA|Trans Power Marine Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TRAM|Trada Alam Minera Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TRIL|Triwira Insanlestari Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TRIM|Trimegah Sekuritas Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TRIN|PT Perintis Triniti Properti Tbk.|50|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TRIO|Trikomsel Oke Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TRIS|Trisula International Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TRST|Trias Sentosa Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TRUK|Guna Timur Raya Tbk.|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TRUS|Trust Finance Indonesia Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TSPC|Tempo Scan Pacific Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TUGU|Asuransi Tugu Pratama Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|TURI|Tunas Ridean Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|UCID|PT Uni-Charm Indonesia Tbk. |25|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ULTJ|"Ultra Jaya Milk Industry & Trading Company, Tbk."|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|UNIC|Unggul Indah Cahaya Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|UNIT|Nusantara Inti Corpora Tbk|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|UNSP|Bakrie Sumatera Plantations Tbk.|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|UNTR|United Tractors Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|UNVR|Unilever Indonesia Tbk.|5|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|URBN|Urban Jakarta Propertindo Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
